Department/Agency,Medium,Publication,catagory,status,year,Publication Web Address
Energy Resource Conservation Board,Online and Print,"CNRL Primrose East bitumen emulsion release of January 3, 2009 - CNRL and ERCB incident reports now available on the ERCB Website.  ERCB bulletin 2013-03.",energy_transportation,200,2013,"""http://www.ercb.ca/bulletins/Bulletin-2013-03.pdf"""
Enterprise and Advanced Education,Online and Print,Monthly Economic Review,education_tech,200,2012,"""http://albertacanada.com/files/albertacanada/MER_Dec12.pdf"""
Enterprise and Advanced Education,Online,NADC News,education_tech,200,2012,"""http://www.nadc.gov.ab.ca/Docs/NADC-news-Dec12.pdf"""
Enterprise and Advanced Education,Online,Highlights of the Alberta Economy 2013,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/SP-EH_highlightsABEconomyPresentation.pdf"""
Enterprise and Advanced Education,Online,Engineering Labour Force in Ireland,education_tech,200,2012,"""http://www.albertacanada.com/IR_EngCFS_w.pdf"""
Enterprise and Advanced Education,Online,Engineering Labour Force in the Netherlands,education_tech,200,2012,"""http://www.albertacanada.com/nth_EngCFS_lf_w.pdf"""
Enterprise and Advanced Education,Online,Engineering Labour Force in France,education_tech,200,2012,"""http://www.albertacanada.com/FR_EngCFS_lf_w.pdf"""
Enterprise and Advanced Education,Online,Engineering Labour Force in the United Kingdom,education_tech,200,2012,"""http://www.albertacanada.com/UK_EngCFS_w.pdf"""
Enterprise and Advanced Education,Online,Engineering Labour Force in Germany,education_tech,200,2012,"""http://www.albertacanada.com/Ger_EngCFS_w.pdf"""
Enterprise and Advanced Education,Online and Print,Cultural Integration Guide: Support Rural Alberta Communities,education_tech,404,2011,
Enterprise and Advanced Education,Online and Print,Harvesting the most from your Rural Alberta Home: An Orientation Guide for International Medical Graduates (IMGs) and their Families,education_tech,404,2011,
Enterprise and Advanced Education,Online,Province of Alberta Business Regulatory Benchmarking Report: Quality of Business Regulation,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/SP_Alberta-Regulatory-Benchmarking-Rpt.pdf"""
Enterprise and Advanced Education,Online,Economic Commentary,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/SP-Commentary_01-11-13.pdf"""
Enterprise and Advanced Education,Online,United States as a Labour Source,education_tech,200,2012,"""http://www.albertacanada.com/US_labourFS_w.pdf"""
Enterprise and Advanced Education,Online,U.S. Labour Supply: Recruiting U.S. Workers Oil and Gas Sector,education_tech,200,2012,"""http://www.albertacanada.com/Recruiting_US_Workers_-_Oil_and_Gas_Sector.pdf.pdf"""
Enterprise and Advanced Education,Online,U.S. Labour Supply: Recruiting U.S. Workers Construction Sector Alberta Enterprise,education_tech,200,2012,"""http://www.albertacanada.com/Recruiting_US_Workers_Construction_Sector.pdf"""
Enterprise and Advanced Education,Online,U.S. Labour Supply: Recruiting U.S. Workers Engineering Sector,education_tech,200,2012,"""http://www.albertacanada.com/Recruiting_US_Workers_-_Engineering_Sector.pdf.pdf"""
Enterprise and Advanced Education,Online,"Practicing Medicine in Alberta, Canada",education_tech,200,2012,"""http://www.albertacanada.com/practicingMedicine_w.pdf"""
Enterprise and Advanced Education,Online and Print,Monthly Economic Review,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/MER_Jan13.pdf"""
Enterprise and Advanced Education,Online,Alberta Oil Sands Industry Quarterly Report (Winter 2013),education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/AOSID_QuarterlyUpdate_Winter2013.pdf"""
Enterprise and Advanced Education,Online and Print,Inventory of Major Alberta Projects,education_tech,404,2012,
Enterprise and Advanced Education,Online,Alberta Oil and Gas Industry Quarterly Update - Winter 2013,education_tech,200,2013,"""http://www.albertacanada.com/files/albertacanada/OilGas_QuarterlyUpdate_Winter2013.pdf"""
Enterprise and Advanced Education,Online,Alberta Unemployment Rate by Occupational Group,education_tech,200,2013,"""http://eae.alberta.ca/media/346196/2012%20annual%20unemployment_rate_by_occupational_group.pdf"""
Enterprise and Advanced Education,Online,Alberta Unemployment Rate by Occupational Group,education_tech,200,2013,"""http://eae.alberta.ca/media/346193/q4%202012%20unemployment_rate_by_occupational_group.pdf"""
Enterprise and Advanced Education,Online,Research Capacity Impacts 2012 Report,education_tech,200,2013,"""http://eae.alberta.ca/media/346331/research_capacity_impacts_2012.pdf"""
Enterprise and Advanced Education,Online,Alberta Trade Show Listing,education_tech,404,2013,"""http://www.albertacanada.com/files/albertacanada/SP_AlbertaTradeShowListing.pdf"""
Enterprise and Advanced Education,Online and Print,Alberta Economic Quick Facts,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/SP-EH_AlbertaEconomicQuickFacts.pdf"""
Enterprise and Advanced Education,Online and Print,Monthly Economic Review ,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/MER_Feb13.pdf"""
Enterprise and Advanced Education,Online and Print,This is Your Life: A Career and Education Planning Guide Educator's Companion  ,education_tech,200,2013,"""http://alis.alberta.ca/pdf/cshop/aaet/yourlifeeducators-english.pdf"""
Environment and Sustainable Resource Development,Print,Environmental Protection Security Fund annual report,environment,404,2012,
Environment and Sustainable Resource Development,Online and Print,Contaminated sites policy framework.,environment,404,2013,"""http://environment.gov.ab.ca/info/library/8761.pdf"""
Environment and Sustainable Resource Development,Print,Guide to the code of practice for small incinerators,environment,404,2012,
Environment and Sustainable Resource Development,Online and Print,Particulate matter and ozone management fact sheet (2009-2011),environment,200,2013,"""http://environment.gov.ab.ca/info/library/8770.pdf"""
Environment and Sustainable Resource Development,Print,"Enforcement of the Environmental Protection and Enhancement Act and Water Act, 1 Oct 2012-31 Dec 2012",environment,404,2013,
Environment and Sustainable Resource Development,Online and Print,"Kuusamo Industrial Park (Sylvan Lake, AB) mobile air monitoring laboratory (MAML) survey report",environment,200,2013,"""http://environment.gov.ab.ca/info/library/8795.pdf"""
Environment and Sustainable Resource Development,Print,"Baseline inventory of sport fish in the Edson River, Alberta, 2011",environment,404,2012,
Environment and Sustainable Resource Development,Online and Print,Alberta timber quota policy 2013.,environment,404,2013,"""http://srd.alberta.ca/LandsForests/ForestManagement/documents/AlbertaTimberQuotaPolicy-2013.pdf"""
Family Support for Children with Disabilities Appeal Panel,Online and Print,Amendments to Directive 040: pressure and deliverability testing oil and gas wells,culture_people,200,2013,"""http://www.ercb.ca/bulletins/Bulletin-2013-05.pdf"""
Government of Alberta,Online,Premier Redford's Address to Albertans,government,200,2013,"""https://soundcloud.com/your-alberta/premier-redfords-address-to"""
Health,Online,Alberta Health Care Costs Drivers Report ,health,200,2013,"""http://www.health.alberta.ca/documents/Health-Care-Cost-Drivers-Alberta-2013.pdf"""
Health Quality Council of Alberta,Online and Print,Satisfaction and Experience with Healthcare Services : A Survey of Albertans [summary report],health,403,2013,"""http://www.hqca.ca./assets/files/SEHCS%20Highlights%20Report%20FINAL.pdf"""
Health Quality Council of Alberta,Online and Print,Satisfaction and Experience with Healthcare Services: A Survey of Albertans [Technical Report],health,403,2012,"""http://www.hqca.ca./assets/files/HQCA%202012%20Satisfaction%20Report%20-%20FINAL.pdf"""
Health Quality Council of Alberta,Online and Print,Review of Operations of Ground Emergency Medical Services in Alberta,health,403,2013,"""http://www.hqca.ca/index.php?id=205"""
Human Services,Online,Career and Workplace Resources Catalogue 2013 ,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/CWRCatalogue.pdf"""
Human Services,Online and Print,Alberta’s Social Policy Framework,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/albertas_social_policy_framework.pdf"""
Human Services,Online and Print,Alberta’s Social Policy Framework - Pamphlet,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/social_policy_framework_pamphlet.pdf"""
Human Services,Online and Print,Alberta's Social Policy Framework - Annotated Version,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/albertas_social_policy_framework_-_annotated_version.pdf"""
Human Services,Online,Social Policy Framework Engagement: Results of Phase Two Survey,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/2013-01-08_results_of_phase_2_survey_0.pdf"""
Human Services,Online,"Summing Up: Albertans’ Perspectives for a Social Policy Framework, Results of Public Engagement on the Social Policy Framework, June – November 2012",government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/2013-01-07_summing_up_general.pdf"""
Human Services,Online,"Summing Up: Aboriginal Albertans’ Perspectives for a Social Policy Framework, Results of Public Engagement on the Social Policy Framework, June – November 2012",government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/2013-01-10_summing_up_aboriginal.pdf"""
Human Services,Online,Social Policy Update: A Social Policy Framework for Alberta – Newsletter - January 2013,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/2013-01-04_newsletter_public_0.pdf"""
Human Services,Online,Social Policy Framework Values Mapping Survey Results,government,404,2013,"""http://socialpolicy.alberta.ca/files/documents/2013-02-26_results_report_for_values_mapping_survey_topost.pdf"""
Human Services,Online,Ministry of Human Services’ Response to the Office of the Auditor General’s Report,government,200,2013,"""http://humanservices.alberta.ca/documents/OPT-response-OAG-report.pdf"""
Human Services,Online,"Plan for Alberta: Ending Homelessness in 10 Years, 3 Year Progress Report",government,404,2013,"""http://humanservices.alberta.ca/documents/homelessness-3-year-progress-report.pdf"""
Human Services,Online,Internet Savvy Training,government,200,2013,"""http://humanservices.alberta.ca/InternetSafety/internetsavvy.html"""
Human Services,Online,Resource List – February 2013 [Family Support for Children with Disabilities (FSCD)],government,200,2013,"""http://humanservices.alberta.ca/documents/fscd-resource-list.pdf"""
Human Services,Online,Enhancement Act Policy Manual,government,200,2013,"""http://humanservices.alberta.ca/documents/Enhancement-Act-Policy-Manual.pdf"""
Human Services,Online,"Employment, Training and Career Services Directory January to March 2013 (Calgary Region)",government,200,2013,"""http://humanservices.alberta.ca/documents/Calgary-etcs-directory.pdf"""
Human Services,Flash Drive,Alberta Works in Fort McMurray Video,government,200,2013,"""http://humanservices.alberta.ca/working-in-alberta/14935.html"""
Human Services,Online,Building Alberta's Workforce Video,government,200,2013,"""http://humanservices.alberta.ca/working-in-alberta/14935.html"""
Human Services,Online,Human Services Business Plan 2013-16,government,200,2013,"""http://www.finance.alberta.ca/publications/budget/budget2013/human-services.pdf"""
Human Services,Online,Workplace Training – Participant Information (Fact Sheet - Alberta Works),government,200,2013,"""http://humanservices.alberta.ca/documents/workplace-training-participant-factsheet.pdf"""
Human Services,Online,Workplace Training – Employer Information (Fact Sheet - Alberta Works),government,200,2013,"""http://humanservices.alberta.ca/documents/workplace-training-employer-factsheet.pdf"""
Human Services,Online,Family Support for Children with Disabilities: Policy and Procedures Manual,government,200,2004,"""http://humanservices.alberta.ca/documents/FSCD-Policy-and-Procedures-Manual.pdf"""
International & Intergovernmental Relations,Online,Alberta - Greater China Newsletter Issue 1,government,200,2012,"""http://archive.rspread.com/20068-152606-128992820/.newsletter/Greater_China_Newsletter_Dec_2012/web.aspx"""
International & Intergovernmental Relations,Online,Kansas-Alberta Relations ,government,200,2013,"""http://www.international.alberta.ca/documents/Kansas-AB.pdf"""
International & Intergovernmental Relations,Online,Montana-Alberta Relations,government,200,2013,"""http://www.international.alberta.ca/documents/Montana-AB.pdf"""
International & Intergovernmental Relations,Online,Nebraska-Alberta Relations,government,200,2013,"""http://www.international.alberta.ca/documents/Nebraska-AB.pdf"""
International & Intergovernmental Relations,Online,New Mexico-Alberta Relations,government,404,2013,"""http://www.international.alberta.ca/documents/New_Mexico-AB.pdf"""
International & Intergovernmental Relations,Online,North Dakota-Alberta Relations ,government,404,2013,"""http://www.international.alberta.ca/documents/North_Dakota-AB.pdf"""
International & Intergovernmental Relations,Online,Oregon-Alberta Relations,government,200,2013,"""http://www.international.alberta.ca/documents/Oregon-AB.pdf"""
International & Intergovernmental Relations,Online,U.S.-Alberta Relations,government,200,2013,"""http://www.international.alberta.ca/documents/US-AB.pdf"""
International & Intergovernmental Relations,Online,Alaska-Alberta Relations,government,200,2013,"""http://www.international.alberta.ca/documents/Alaska-AB.pdf"""
